open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count
1617.52,1624.22,1624.22,1610.03,6923327.0,692345600.0,2019,3,4,11,30,2019-03-04 11:30,26,5
1624.45,1627.58,1630.62,1617.55,8172341.0,817247360.0,2019,3,4,14,0,2019-03-04 14:00,30,1
1627.98,1607.98,1627.98,1596.23,9013186.0,901331968.0,2019,3,4,15,0,2019-03-04 15:00,30,1
1607.08,1603.53,1613.12,1597.01,11542441.0,1154255744.0,2019,3,5,10,30,2019-03-05 10:30,10,18
1604.11,1612.16,1618.52,1603.71,7712940.0,771307008.0,2019,3,5,11,30,2019-03-05 11:30,17,14
1612.16,1624.08,1627.45,1611.73,8056908.0,805704064.0,2019,3,5,14,0,2019-03-05 14:00,18,11
1624.11,1637.6,1637.6,1623.98,9607240.0,960735488.0,2019,3,5,15,0,2019-03-05 15:00,22,9
1643.24,1633.49,1650.09,1624.72,16903764.0,1690388736.0,2019,3,6,10,30,2019-03-06 10:30,18,12
1632.42,1654.49,1654.49,1632.2,8673797.0,867392256.0,2019,3,6,11,30,2019-03-06 11:30,8,22
1656.64,1654.16,1661.44,1651.27,8146964.0,814708992.0,2019,3,6,14,0,2019-03-06 14:00,18,13
1654.06,1663.71,1664.43,1638.64,10892289.0,1089241344.0,2019,3,6,15,0,2019-03-06 15:00,13,15
1667.09,1674.8,1685.05,1655.26,17556712.0,1755682176.0,2019,3,7,10,30,2019-03-07 10:30,9,22
1674.75,1674.19,1674.75,1654.28,10434032.0,1043415680.0,2019,3,7,11,30,2019-03-07 11:30,14,16
1674.29,1689.03,1690.5,1671.71,10127225.0,1012734976.0,2019,3,7,14,0,2019-03-07 14:00,17,14
1688.77,1693.65,1705.62,1686.87,10000756.0,1000087552.0,2019,3,7,15,0,2019-03-07 15:00,25,6
1664.39,1678.03,1680.04,1648.98,20897356.0,2089747584.0,2019,3,8,10,30,2019-03-08 10:30,3,28
1677.61,1663.94,1688.85,1663.68,7035714.0,703584640.0,2019,3,8,11,30,2019-03-08 11:30,7,23
1663.49,1657.85,1671.79,1655.28,6843817.0,684394240.0,2019,3,8,14,0,2019-03-08 14:00,6,25
1657.56,1640.29,1669.95,1638.18,12631360.0,1263148800.0,2019,3,8,15,0,2019-03-08 15:00,7,24
1662.66,1665.75,1676.91,1653.97,20984800.0,2098492800.0,2019,3,11,10,30,2019-03-11 10:30,30,1
1666.35,1681.58,1683.17,1664.54,6818611.0,681875072.0,2019,3,11,11,30,2019-03-11 11:30,27,3
1681.54,1682.64,1691.09,1681.54,7684085.0,768421376.0,2019,3,11,14,0,2019-03-11 14:00,30,1
1682.7,1701.23,1703.55,1673.77,11552749.0,1155287552.0,2019,3,11,15,0,2019-03-11 15:00,30,1
1717.3,1728.89,1730.92,1712.52,23141060.0,2314118144.0,2019,3,12,10,30,2019-03-12 10:30,26,6
1728.71,1745.62,1746.75,1728.71,11313462.0,1131357440.0,2019,3,12,11,30,2019-03-12 11:30,26,5
1745.68,1738.67,1758.45,1735.75,13073525.0,1307365120.0,2019,3,12,14,0,2019-03-12 14:00,30,2
1738.93,1746.92,1746.92,1721.72,13324827.0,1332494848.0,2019,3,12,15,0,2019-03-12 15:00,22,8
1758.18,1750.77,1758.18,1736.64,25253320.0,2525344512.0,2019,3,13,10,30,2019-03-13 10:30,12,20
